C,,0.1,0.1,1.0,1.0
gamma,,auto,scale,auto,scale
kernel_name,degree,,,,
poly,2.0,0.8701428571428571,0.8737142857142857,0.9561428571428572,0.9565
poly,3.0,0.4432857142857143,0.4597857142857143,0.918,0.9204285714285714
