learning_rate,,0.0001,0.0001,0.001,0.001
batch_size,,16,32,16,32
model_name,optimizer_name,,,,
resnet18,adam,0.9928571428571429,0.9933214285714286,0.9909642857142857,0.99075
resnet18,sgd,0.9836071428571429,0.9708571428571429,0.9921428571428571,0.9914642857142857
resnet50,adam,0.9916071428571429,0.9923214285714286,0.9894642857142857,0.98925
resnet50,sgd,0.9780357142857143,0.9501428571428572,0.9924999999999999,0.9908571428571429
